ncbi_taxon_id,presented_samples,nr_phenotypes,pct_of_all_samples,name,dblinks,files
970,762,16,2.0293,Selenomonas,[],"['Selenomonas_bovis_8_14_1.mat', 'Selenomonas_bovis_DSM_23594.mat', 'Selenomonas_flueggei_ATCC_43531.mat', 'Selenomonas_infelix_ATCC_43532.mat', 'Selenomonas_noxia_ATCC_43541.mat', 'Selenomonas_noxia_F0398.mat', 'Selenomonas_ruminantium_AC2024.mat', 'Selenomonas_ruminantium_L14.mat', 'Selenomonas_ruminantium_subsp_ruminantium_ATCC_12561.mat', 'Selenomonas_sputigena_ATCC_35185.mat', 'Selenomonas_sp_F0473.mat']"
978,57,4,0.1518,Cytophaga,[],[]
992,5,1,0.0133,Flexibacter,[],[]
1007,66,2,0.1758,Saprospira,[],[]
1013,2,1,0.0053,Weeksella,[],[]
1016,80,8,0.213,Capnocytophaga,[],"['Capnocytophaga_granulosa_ATCC_51502.mat', 'Capnocytophaga_leadbetteri_DSM_22902.mat', 'Capnocytophaga_ochracea_DSM_7271.mat', 'Capnocytophaga_ochracea_F0287.mat', 'Capnocytophaga_ochracea_str_Holt_25.mat', 'Capnocytophaga_sputigena_ATCC_33612.mat', 'Capnocytophaga_sp_CM59.mat', 'Capnocytophaga_sp_oral_taxon_326_str_F0382.mat', 'Capnocytophaga_sp_oral_taxon_329_str_F0087.mat', 'Capnocytophaga_sp_oral_taxon_332_str_F0381.mat', 'Capnocytophaga_sp_oral_taxon_335_str_F0486.mat', 'Capnocytophaga_sp_oral_taxon_336_str_F0502.mat', 'Capnocytophaga_sp_oral_taxon_338_str_F0234.mat', 'Capnocytophaga_sp_oral_taxon_412_str_F0487.mat']"
1023,5,2,0.0133,Microscilla,[],[]
1030,3,1,0.008,Thiothrix,[],[]
1033,36,1,0.0959,Afipia,[],['Afipia_birgiae_34632.mat']
1041,2,1,0.0053,Erythrobacter,[],[]
1056,2,1,0.0053,Thiocapsa,[],[]
1060,387,6,1.0306,Rhodobacter,[],[]
1064,25,1,0.0666,Rhodocyclus,[],[]
1068,29,2,0.0772,Rhodomicrobium,[],[]
1070,32,1,0.0852,Rhodopila,[],[]
1073,30,3,0.0799,Rhodopseudomonas,[],[]
1081,29,2,0.0772,Rhodospirillum,[],[]
1091,14,1,0.0373,Chlorobium,[],"['Chlorobium_phaeobacteroides_BS1.mat', 'Chlorobium_phaeobacteroides_DSM_266.mat']"
1107,69,2,0.1838,Chloroflexus,[],[]
1111,378,3,1.0067,Porphyrobacter,[],[]
1125,5,1,0.0133,Microcystis,[],[]
1129,95,5,0.253,Synechococcus,[],[]
1152,18,4,0.0479,Pseudanabaena,[],[]
1154,40,1,0.1065,Spirulina,[],[]
1158,17,3,0.0453,Oscillatoria,[],[]
1163,4,2,0.0107,Anabaena,[],[]
1177,12,2,0.032,Nostoc,[],[]
1198,6,1,0.016,Phormidium,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/1198/Phormidium""}]",[]
1205,15,3,0.0399,Trichodesmium,[],[]
1218,47,3,0.1252,Prochlorococcus,[],[]
1234,514,5,1.3688,Nitrospira,[],[]
1243,498,23,1.3262,Leuconostoc,[],"['Leuconostoc_argentinum_KCTC_3773.mat', 'Leuconostoc_carnosum_JB16.mat', 'Leuconostoc_citreum_1300_LCIT_132_3537_30873.mat', 'Leuconostoc_citreum_KM20.mat', 'Leuconostoc_citreum_LBAE_C10.mat', 'Leuconostoc_citreum_LBAE_C11.mat', 'Leuconostoc_citreum_LBAE_E16.mat', 'Leuconostoc_gelidum_JB7.mat', 'Leuconostoc_gelidum_KCTC_3527.mat', 'Leuconostoc_gelidum_subsp_gasicomitatum_C122c.mat', 'Leuconostoc_lactis_KACC_91922.mat', 'Leuconostoc_mesenteroides_ERR2221167.mat', 'Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254.mat', 'Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293.mat', 'Leuconostoc_mesenteroides_subsp_mesenteroides_J18.mat', 'Leuconostoc_pseudomesenteroides_4882.mat', 'Leuconostoc_pseudomesenteroides_ERR2221296.mat']"
1253,1019,20,2.7137,Pediococcus,"[{""anno"":""assoc w/ 1 phage clusters"",""dbtype"":""MVP"",""url"":""http://mvp.medgenius.info/microbes/1253/Pediococcus""}]","['Pediococcus_acidilactici_7_4.mat', 'Pediococcus_acidilactici_D3.mat', 'Pediococcus_acidilactici_DSM_20284.mat', 'Pediococcus_acidilactici_ERR2221169.mat', 'Pediococcus_acidilactici_ERR2221292.mat', 'Pediococcus_acidilactici_ERR2221293.mat', 'Pediococcus_acidilactici_ERR2221294.mat', 'Pediococcus_acidilactici_ERR2221295.mat', 'Pediococcus_acidilactici_ERR2221299.mat', 'Pediococcus_acidilactici_ERR2221316.mat', 'Pediococcus_acidilactici_ERR2221333.mat', 'Pediococcus_acidilactici_ERR2221334.mat', 'Pediococcus_acidilactici_ERR2221382.mat', 'Pediococcus_acidilactici_MA18_5M.mat', 'Pediococcus_pentosaceus_ATCC_25745.mat', 'Pediococcus_pentosaceus_IE_3.mat']"
1257,1963,20,5.2277,Peptostreptococcus,[],"['Peptostreptococcus_anaerobius_653_L.mat', 'Peptostreptococcus_anaerobius_DSM_2949.mat', 'Peptostreptococcus_russellii_Calf135.mat', 'Peptostreptococcus_stomatis_DSM_17678.mat']"
1263,28796,93,76.6871,Ruminococcus,"[{""url"":""http://mvp.medgenius.info/microbes/1263/Ruminococcus"",""dbtype"":""MVP"",""anno"":""assoc w/ 4 phage clusters""}]","['Ruminococcus_albus_7.mat', 'Ruminococcus_albus_8.mat', 'Ruminococcus_bicirculans_80_3.mat', 'Ruminococcus_bicirculans_ERR1022350.mat', 'Ruminococcus_bicirculans_ERR1022408.mat', 'Ruminococcus_bicirculans_ERR1022485.mat', 'Ruminococcus_bicirculans_ERR2221172.mat', 'Ruminococcus_bicirculans_ERR2230101.mat', 'Ruminococcus_bromii_ATCC_27255.mat', 'Ruminococcus_bromii_ERR1022486.mat', 'Ruminococcus_bromii_ERR2221220.mat', 'Ruminococcus_bromii_L2_63.mat', 'Ruminococcus_callidus_ATCC_2776001.mat', 'Ruminococcus_champanellensis_18P13.mat', 'Ruminococcus_faecis_ERR1022432.mat', 'Ruminococcus_flavefaciens_ATCC_19208.mat', 'Ruminococcus_flavefaciens_FD_1.mat', 'Ruminococcus_gauvreauii_DSM_19829.mat', 'Ruminococcus_gnavus_ATCC_29149.mat', 'Ruminococcus_lactaris_ATCC_29176.mat', 'Ruminococcus_nov_ERR2230055.mat', 'Ruminococcus_obeum_A2_162.mat', 'Ruminococcus_sp_5_1_39BFAA.mat', 'Ruminococcus_sp_SR1_5.mat', 'Ruminococcus_torques_ATCC_27756.mat', 'Ruminococcus_torques_L2_14.mat']"
1266,295,7,0.7856,Sarcina,[],"['Sarcina_nov_ERR1022285.mat', 'Sarcina_nov_ERR1022316.mat', 'Sarcina_nov_ERR1022347.mat', 'Sarcina_nov_ERR1022371.mat', 'Sarcina_nov_ERR1022372.mat', 'Sarcina_nov_ERR1022421.mat', 'Sarcina_nov_ERR1022468.mat', 'Sarcina_nov_ERR1203922.mat', 'Sarcina_nov_ERR1203929.mat', 'Sarcina_nov_ERR1203932.mat', 'Sarcina_nov_ERR1204023.mat', 'Sarcina_nov_ERR1204026.mat', 'Sarcina_nov_ERR171255.mat', 'Sarcina_nov_ERR171264.mat', 'Sarcina_nov_ERR171266.mat', 'Sarcina_nov_ERR171270.mat', 'Sarcina_nov_ERR2221152.mat', 'Sarcina_nov_ERR2221229.mat', 'Sarcina_nov_ERR2221238.mat', 'Sarcina_nov_ERR2221241.mat', 'Sarcina_nov_ERR2221248.mat', 'Sarcina_nov_ERR2221284.mat', 'Sarcina_nov_ERR2221290.mat', 'Sarcina_nov_ERR2221381.mat', 'Sarcina_nov_ERR2230135.mat', 'Sarcina_nov_ERR2230149.mat', 'Sarcina_ventriculi_ERR1022374.mat']"
1269,493,5,1.3129,Micrococcus,[],"['Micrococcus_luteus_1058_MLUT.mat', 'Micrococcus_luteus_ERR2221282.mat', 'Micrococcus_luteus_NCTC_2665.mat', 'Micrococcus_luteus_NDB3Y10.mat', 'Micrococcus_luteus_RIT304.mat', 'Micrococcus_luteus_RIT305.mat', 'Micrococcus_luteus_RIT324w.mat', 'Micrococcus_luteus_SK58.mat', 'Micrococcus_luteus_trpE16.mat']"
